Age,Gender,Education,Person Income,Employee Experience,Home Onwership,Loan Amount,Loan Intent,Loan interest Rate,Loan percentage,Credit History,Credit Score,Previous Loan,Loan Status
25,1,3,36868,1,2,10000,5,11.01,0.27,2,589,1,0
24,0,3,65420,4,3,2100,2,17.14,0.03,4,645,0,1
22,0,1,37313,0,0,7000,1,7.29,0.19,3,678,1,0
25,1,3,97116,3,3,2100,4,11.01,0.02,4,595,1,0
23,1,3,105501,0,3,2100,1,11.01,0.02,2,619,1,0
24,0,4,95755,2,3,2100,3,9.91,0.02,4,670,0,1
26,1,4,132985,4,3,2100,0,7.12,0.02,2,687,1,0
23,1,0,37093,3,0,10000,1,7.66,0.27,3,646,1,0
26,1,0,52405,2,3,2125,4,8.9,0.04,3,669,0,0
22,0,3,22076,0,3,2150,3,11.01,0.1,4,591,1,0
26,1,1,70385,7,3,2150,0,15.62,0.03,3,624,0,1
22,1,1,35568,2,3,14000,5,7.9,0.39,2,573,0,1
21,1,0,36953,0,0,6400,5,11.01,0.17,3,567,1,0
21,1,4,37264,0,3,14000,3,10.65,0.38,2,545,0,1
24,0,0,36841,4,3,14000,0,7.9,0.38,2,538,0,1
24,1,1,37068,2,0,3075,0,11.01,0.08,4,521,1,0
22,1,1,37513,0,3,14000,5,6.99,0.37,4,595,0,1
23,0,0,36711,0,3,14000,3,11.26,0.38,3,554,0,1
22,1,1,39399,1,3,14000,0,13.49,0.36,2,624,0,1
22,1,1,36784,0,0,2000,4,12.61,0.05,4,665,0,0
22,1,1,39517,0,3,14000,1,12.23,0.35,3,580,0,1
26,1,0,40269,4,3,14000,1,7.51,0.35,4,624,0,1
24,0,1,39839,0,3,14000,3,14.17,0.35,2,676,0,1
22,1,4,41760,1,3,14000,0,10.62,0.34,4,716,0,1
24,0,3,36688,1,0,8000,2,6.17,0.22,2,640,0,0
22,0,4,45090,0,3,14000,4,6.92,0.31,2,670,0,1
26,1,3,45042,0,3,14000,4,9.88,0.31,4,578,0,1
23,0,1,45628,3,3,14000,1,14.42,0.31,3,505,0,1
21,0,0,46414,0,3,14000,4,7.9,0.3,2,512,0,1
22,1,3,47934,0,3,14000,3,10.37,0.29,3,673,0,1
26,0,0,48727,5,3,14000,0,10.37,0.29,3,616,0,1
22,1,1,49401,0,3,14000,1,11.01,0.28,4,571,0,1
24,0,3,48758,2,3,14000,3,6.03,0.29,2,639,0,1
22,1,3,49052,0,3,14000,1,13.11,0.29,3,608,0,1
24,1,0,41910,0,3,14000,5,14.61,0.33,2,610,0,1
24,1,3,36909,0,2,10000,2,12.61,0.27,3,627,1,0
21,0,4,37238,0,0,2000,1,14.46,0.05,4,587,1,0
23,1,1,37065,0,0,1000,0,13.72,0.03,4,601,1,0
22,0,1,36798,0,0,5000,1,6.91,0.14,3,685,0,0
24,1,3,41942,1,3,14000,0,16.0,0.33,3,585,0,1
24,1,0,36620,0,2,15250,2,6.54,0.42,3,676,1,0
22,1,0,50189,0,3,14000,5,11.01,0.28,3,632,0,1
22,0,1,50555,0,3,14000,5,17.49,0.28,3,586,0,1
21,1,3,15202,1,3,2200,0,11.01,0.14,3,617,0,1
21,0,1,18915,0,3,2200,1,11.01,0.12,4,632,1,0
25,0,3,19343,2,3,2200,5,7.88,0.11,2,593,1,0
21,0,1,20481,0,3,2200,3,16.49,0.11,2,644,0,1
24,0,0,27735,0,3,2200,3,11.01,0.08,3,588,1,0
23,1,1,29995,0,3,2200,1,15.23,0.07,4,655,0,0
23,1,0,32355,2,3,2200,0,9.91,0.07,2,620,0,1
25,0,0,34002,4,3,2200,3,12.53,0.06,4,602,1,0
22,1,4,34703,2,3,2200,2,15.95,0.06,2,669,0,1
21,1,3,43345,0,3,2200,1,7.49,0.05,2,539,1,0
25,0,3,46951,4,3,2200,0,12.69,0.05,3,521,1,0
23,1,3,37111,0,0,12000,1,16.45,0.32,3,607,1,0
23,0,4,47574,2,3,2200,0,10.99,0.05,4,679,0,0
23,1,3,48028,0,3,2200,5,11.72,0.05,2,690,0,0
24,1,4,36947,0,0,4500,0,14.72,0.12,4,610,1,0
26,0,3,36960,6,2,5000,4,10.38,0.14,4,602,1,0
22,0,1,56136,2,3,2200,5,11.99,0.04,2,640,0,0
22,0,1,67155,0,3,2200,3,5.79,0.03,4,683,1,0
23,0,4,37179,3,0,8000,5,7.88,0.22,2,547,1,0
25,0,4,37020,1,0,9000,0,7.51,0.24,4,560,0,0
23,1,3,90758,0,3,2200,5,7.9,0.02,4,659,0,0
21,0,0,63937,0,3,2225,0,7.66,0.03,3,620,1,0
25,1,3,36905,1,0,6000,2,14.35,0.16,2,628,1,0
23,1,0,20156,1,3,2250,0,13.49,0.11,4,651,1,0
24,0,1,36298,2,3,2250,5,12.73,0.06,4,633,0,0
26,1,1,51602,4,3,2250,0,10.38,0.04,4,644,0,0
23,1,4,17782,0,3,2300,1,15.33,0.13,2,675,0,1
25,0,1,32066,0,3,2300,4,11.11,0.07,4,670,1,0
22,0,1,36918,0,2,7000,5,13.98,0.19,2,662,0,0
26,1,1,37200,4,3,2300,3,10.99,0.06,2,626,1,0
21,0,1,42441,0,3,2300,1,6.76,0.05,2,600,1,0
26,0,1,44809,4,3,2300,1,7.4,0.05,2,695,0,0
25,0,4,75902,5,3,2300,3,11.71,0.03,3,603,1,0
22,1,0,37155,1,2,5000,4,11.12,0.13,2,537,1,0
23,1,4,94707,3,3,2300,1,17.58,0.02,2,603,0,0
23,0,0,36696,0,0,5000,5,10.38,0.14,4,637,1,0
22,0,1,36929,3,0,5000,0,13.23,0.14,4,708,0,0
26,1,4,18021,0,3,2350,3,9.91,0.13,4,653,0,1
25,1,3,54126,2,3,2350,1,13.98,0.04,3,598,1,0
24,0,4,15186,0,3,2400,3,6.92,0.16,2,665,0,1
26,0,0,37035,3,0,4000,1,7.14,0.11,3,658,0,0
23,0,3,16718,0,3,2400,4,16.82,0.14,3,605,0,1
24,1,1,17140,1,3,2400,5,17.27,0.14,2,610,0,1
24,1,3,37247,0,0,5000,2,13.48,0.13,2,637,0,1
25,1,4,36871,0,0,4000,4,7.14,0.11,2,674,0,0
25,0,4,19680,1,3,2400,1,11.71,0.12,4,565,1,0
26,0,1,20699,0,3,2400,4,12.23,0.12,4,568,0,0
24,1,4,20806,2,3,2400,3,13.98,0.12,4,707,0,1
26,0,0,36529,6,0,15000,2,10.62,0.41,2,634,1,0
23,1,1,36754,1,0,4500,4,10.62,0.12,3,621,1,0
26,1,0,22526,8,3,2400,5,13.06,0.11,2,675,0,1
24,1,0,36805,0,0,2400,0,13.11,0.07,2,560,0,0
22,0,1,36808,0,0,3200,5,13.48,0.09,4,659,1,0
21,1,1,22578,0,3,2400,5,14.72,0.11,2,663,1,0
22,0,1,22159,2,3,2400,0,13.61,0.11,3,678,0,0
22,0,4,36755,2,0,13750,1,14.22,0.37,4,628,1,0
24,1,1,25005,0,3,2400,0,15.62,0.1,2,657,0,1
22,1,3,36780,0,0,5500,4,10.99,0.15,3,592,1,0
22,1,1,26976,3,3,2400,2,16.29,0.09,4,632,0,1
23,1,1,26871,1,3,2400,0,15.23,0.09,4,598,0,1
22,1,4,27295,1,3,2400,0,12.53,0.09,4,710,1,0
22,0,1,37014,0,0,1750,3,10.99,0.05,4,664,0,0
23,1,1,27980,0,3,2400,5,8.94,0.09,4,665,0,0
25,1,3,28338,4,3,2400,3,10.36,0.08,4,614,0,0
22,0,0,36928,0,0,5000,5,11.48,0.14,4,659,1,0
23,1,3,28622,0,3,2400,1,5.99,0.08,3,668,1,0
21,1,0,29829,0,3,2400,5,16.29,0.08,3,669,1,0
26,1,1,31133,4,3,2400,4,15.28,0.08,3,651,0,1
23,1,3,36732,0,2,3000,4,11.14,0.08,3,590,1,0
24,0,4,31233,2,3,2400,5,13.8,0.08,4,664,1,0
22,1,1,30740,0,3,2400,1,13.61,0.08,4,676,0,0
21,0,0,32471,0,3,2400,4,11.58,0.07,4,545,0,1
21,1,0,32568,0,3,2400,1,14.79,0.07,2,545,0,0
22,1,4,33006,3,3,2400,2,13.92,0.07,3,633,0,1
22,0,3,33471,0,3,2400,1,10.59,0.07,2,633,0,0
25,0,3,34619,6,3,2400,1,11.49,0.07,3,635,1,0
24,0,1,35413,0,3,2400,2,14.26,0.07,4,666,0,1
21,0,1,36999,0,3,2400,2,17.19,0.06,2,659,0,1
21,0,1,36861,0,3,2400,5,16.49,0.07,2,697,0,1
24,1,0,37041,0,3,2400,3,13.72,0.06,4,571,1,0
25,1,1,37806,3,3,2400,3,7.9,0.06,3,561,1,0
23,1,0,36920,1,0,6500,0,7.74,0.18,4,529,1,0
23,0,3,38120,0,3,2400,4,13.98,0.06,4,460,0,1
22,0,4,39139,1,3,2400,3,11.99,0.06,3,561,1,0
22,1,3,39733,0,3,2400,5,16.77,0.06,3,652,0,0
22,0,3,40812,0,3,2400,0,11.48,0.06,4,673,0,0
26,1,4,36843,3,2,15000,4,13.22,0.41,2,651,0,0
22,1,3,42800,0,3,2400,1,11.01,0.06,2,687,1,0
25,1,1,43085,3,3,2400,5,12.53,0.06,3,643,0,0
23,0,3,37168,2,0,12000,1,8.94,0.32,4,671,1,0
21,0,0,46370,0,3,2400,4,14.26,0.05,3,526,1,0
23,0,1,49113,5,3,2400,0,8.9,0.05,3,617,1,0
25,0,0,48647,0,3,2400,1,5.42,0.05,3,608,1,0
24,1,1,36661,1,0,6000,5,13.22,0.16,3,653,0,0
25,1,0,36935,2,0,11500,4,8.59,0.31,4,605,1,0
22,0,3,49147,1,3,2400,1,12.73,0.05,2,660,1,0
23,0,1,36471,0,0,1000,3,7.4,0.03,2,685,1,0
21,0,0,41935,1,3,2400,2,10.83,0.06,4,659,0,1
24,0,1,50421,1,3,2400,1,12.68,0.05,2,592,0,0
22,1,4,50740,0,3,2400,1,12.22,0.05,2,621,1,0
24,1,4,37260,2,0,6000,0,13.57,0.16,2,634,0,0
26,1,4,37000,4,0,3500,5,8.0,0.09,4,569,0,0
25,0,1,36955,1,0,3000,5,11.01,0.08,4,580,1,0
22,0,1,36979,1,0,5000,1,11.89,0.14,4,631,0,1
26,0,2,36905,2,0,4000,5,13.16,0.11,4,644,0,0
25,1,4,36767,2,0,8000,5,9.32,0.22,4,694,0,0
21,0,0,37124,0,0,4750,4,9.63,0.13,2,632,0,1
22,0,3,52572,1,3,2400,5,10.99,0.05,4,684,1,0
22,0,3,45803,0,3,2400,4,10.65,0.05,3,671,0,1
25,1,3,53535,6,3,2400,3,7.66,0.04,4,553,0,0
23,0,1,53631,0,3,2400,1,14.09,0.04,4,694,1,0
24,1,0,37017,5,0,1000,1,8.0,0.03,2,598,1,0
22,0,3,54736,3,3,2400,3,12.18,0.04,4,632,1,0
26,1,0,56584,5,3,2400,0,9.91,0.04,4,607,1,0
23,0,4,57152,0,3,2400,4,13.75,0.04,4,621,1,0
22,0,0,37288,0,0,6600,4,14.42,0.18,4,614,1,0
23,1,1,58830,1,3,2400,3,8.49,0.04,4,589,1,0
23,0,4,36765,0,0,8000,3,11.01,0.22,3,720,0,1
23,1,0,58619,2,3,2400,1,10.59,0.04,3,691,1,0
24,1,1,58755,5,3,2400,4,12.99,0.04,4,642,1,0
23,0,3,60959,1,3,2400,4,11.83,0.04,2,655,1,0
25,1,0,63062,1,3,2400,2,7.88,0.04,4,639,1,0
22,0,0,37176,0,0,6950,5,9.32,0.19,4,615,1,0
24,1,1,66025,0,3,2400,4,8.0,0.04,3,683,1,0
26,0,4,65991,1,3,2400,1,9.32,0.04,3,600,0,0
23,1,1,68264,4,3,2400,3,8.9,0.04,3,666,1,0
22,1,0,70218,1,3,2400,4,15.23,0.03,3,661,1,0
25,0,1,72861,0,3,2400,5,11.49,0.03,3,658,1,0
24,1,4,65771,3,3,2400,3,13.49,0.04,4,656,0,1
26,1,3,66006,4,3,2400,2,14.09,0.04,2,605,0,1
21,0,0,36994,0,0,14000,0,9.38,0.38,4,567,1,0
25,1,0,76329,5,3,2400,0,7.14,0.03,4,651,0,0
23,1,0,76632,1,3,2400,0,7.9,0.03,4,684,0,0
22,1,0,80093,0,3,2400,1,7.4,0.03,2,514,1,0
26,1,1,81365,4,3,2400,3,12.99,0.03,2,698,1,0
26,1,0,85122,1,3,2400,1,11.01,0.03,3,638,0,0
24,1,3,37061,0,0,5000,4,10.71,0.13,2,586,1,0
24,1,3,114976,6,3,2400,4,5.99,0.02,3,595,1,0
25,1,3,114814,4,3,2400,0,9.25,0.02,2,669,1,0
26,0,1,114848,1,3,2400,5,11.01,0.02,3,633,1,0
25,0,1,106355,1,3,2400,4,14.79,0.02,4,657,0,1
23,0,3,44212,0,3,2425,1,8.49,0.05,4,676,1,0
26,0,3,20475,0,3,2450,5,11.01,0.12,2,609,0,1
22,1,1,29587,0,3,2450,0,7.9,0.08,2,551,1,0
21,1,0,14420,2,3,2500,4,8.88,0.17,2,637,0,1
21,0,0,15753,0,3,2500,3,11.99,0.16,4,572,0,1
21,0,4,16616,0,3,2500,2,7.88,0.15,2,665,0,1
24,1,1,15503,3,3,2500,5,13.11,0.16,2,635,0,1
23,0,3,114538,1,3,13600,5,11.11,0.12,2,670,1,0
24,1,1,37999,1,3,13500,5,13.43,0.36,4,646,0,1
21,0,1,46809,0,3,13500,1,9.91,0.29,3,643,0,1
22,0,3,52686,2,3,13500,4,10.95,0.26,3,592,0,1
23,1,0,55073,0,3,13500,1,7.88,0.25,3,631,1,0
26,0,1,37294,3,2,9200,5,10.99,0.25,2,577,1,0
25,0,0,37319,5,0,15000,2,10.2,0.4,2,620,0,0
23,1,4,62148,0,3,13500,0,12.23,0.22,2,692,1,0
23,1,0,37195,1,0,5800,1,7.29,0.16,2,632,1,0
22,0,3,37532,0,0,6000,1,12.73,0.16,2,608,1,0
22,1,0,37110,0,2,5000,1,19.47,0.13,3,578,0,1
24,1,3,37430,0,0,5000,3,7.74,0.13,2,673,0,0
25,1,4,64686,5,3,13500,0,6.99,0.21,3,678,1,0
24,0,1,69406,2,3,13500,4,6.92,0.19,2,603,1,0
24,0,0,70430,3,3,13500,5,13.99,0.19,2,648,0,0
25,1,4,72878,6,3,13500,0,7.49,0.19,2,700,1,0
22,0,3,82388,0,3,13500,0,10.62,0.16,4,582,1,0
24,0,4,82558,0,3,13500,1,12.21,0.16,2,590,1,0
26,1,3,86149,3,3,13500,3,12.69,0.16,3,637,1,0
26,0,3,94021,3,3,13500,5,12.87,0.14,2,618,1,0
25,0,0,37515,5,0,10000,0,6.03,0.27,4,649,0,0
26,0,1,121263,5,3,13500,4,7.14,0.11,3,648,1,0
26,0,4,222668,3,3,13500,5,5.99,0.06,3,482,1,0
23,0,1,43065,0,3,13475,0,10.65,0.31,3,671,0,1
23,1,0,37797,2,0,6000,0,14.54,0.16,2,638,0,1
23,1,4,35570,2,3,13475,5,14.26,0.38,4,688,0,1
23,1,1,35526,0,3,13450,3,12.61,0.38,3,603,0,1
24,1,3,43155,2,3,13400,3,11.01,0.31,3,622,0,1
26,1,3,46438,2,3,13400,1,9.99,0.29,2,638,0,1
25,1,0,37903,4,0,2000,5,11.12,0.05,2,664,0,0
22,0,0,61193,0,3,13350,0,14.59,0.22,2,586,0,1
24,0,4,40411,0,3,13300,0,7.66,0.33,4,578,0,1
24,0,0,48960,0,3,13300,4,16.0,0.27,4,656,0,1
23,0,0,65659,3,3,13275,5,17.58,0.2,2,670,0,0
25,0,0,29751,1,3,13250,5,10.37,0.45,2,654,0,1
23,0,3,37978,0,0,4200,1,10.99,0.11,4,621,1,0
22,0,1,37323,0,3,13250,0,16.4,0.36,3,673,0,1
22,1,0,41328,2,3,13250,0,11.01,0.32,4,676,0,1
26,0,0,45983,3,3,13250,0,13.49,0.29,3,656,0,1
23,0,1,46942,0,3,13250,5,10.99,0.28,4,585,0,1
26,0,1,49007,5,3,13250,4,11.71,0.27,2,617,0,1
25,1,0,49091,2,3,13250,4,11.01,0.27,3,629,0,1
26,1,1,43097,0,3,13225,5,13.49,0.31,3,593,0,1
22,0,3,49427,0,3,13225,4,16.77,0.27,2,637,0,1
23,1,3,38363,1,2,5000,5,11.86,0.13,2,539,0,0
24,1,1,38222,1,2,8000,1,7.51,0.21,3,639,1,0
22,0,3,38605,2,3,13200,1,11.71,0.34,4,650,0,1
23,0,3,54504,0,3,13200,1,11.01,0.24,2,481,1,0
25,0,1,56554,4,3,13200,0,12.53,0.23,4,701,0,0
24,1,3,73148,3,3,13200,4,6.62,0.18,4,572,0,0
22,1,3,73083,1,3,13200,4,8.49,0.18,3,537,1,0
26,1,4,38543,3,0,15000,2,7.9,0.39,4,649,0,1
26,1,1,66018,0,3,13200,4,14.91,0.2,2,626,0,1
22,1,3,75612,1,3,13200,5,11.01,0.17,4,605,1,0
21,1,0,38202,0,0,6000,4,7.51,0.16,4,597,0,0
24,0,3,87449,0,3,13200,2,7.29,0.15,3,583,0,0
23,0,1,90995,0,3,13200,5,6.17,0.15,4,677,0,0
25,1,0,92143,2,3,13200,1,12.23,0.14,4,579,1,0
25,0,3,38347,2,2,12000,4,11.01,0.31,3,594,1,0
21,1,3,38353,0,0,7500,1,5.42,0.2,4,586,0,0
26,1,4,98244,3,3,13200,1,16.77,0.13,4,612,0,0
24,1,4,86232,0,3,13100,5,7.49,0.15,2,682,0,0
24,1,3,38306,4,0,5000,1,5.42,0.13,2,637,0,0
25,0,4,38495,1,0,5200,2,5.42,0.14,4,713,0,0
25,0,3,38534,3,0,6000,2,7.66,0.16,2,689,1,0
24,1,0,163113,0,3,13050,4,11.01,0.08,3,627,0,0
21,0,4,29948,0,3,13000,5,15.7,0.43,3,703,0,1
24,1,4,37889,0,0,8000,2,5.42,0.21,4,634,0,0
21,1,4,29823,2,3,13000,0,12.87,0.44,2,698,0,1
24,1,4,38084,6,0,9000,4,14.84,0.24,4,662,0,1
25,1,0,38785,3,0,10000,5,10.38,0.26,4,686,1,0
26,0,3,34972,6,3,13000,3,16.29,0.37,3,686,0,1
25,0,4,34897,3,3,13000,4,7.9,0.37,3,689,0,1
26,0,1,35681,3,3,13000,2,14.46,0.36,2,600,0,1
25,1,1,38493,5,0,12250,4,11.36,0.32,3,577,0,1
22,1,0,37343,0,3,13000,5,13.11,0.35,3,639,0,1
21,1,3,38606,0,3,13000,1,13.11,0.34,2,625,0,1
26,1,4,41524,6,3,13000,1,13.57,0.31,4,649,0,1
26,0,1,42048,5,3,13000,3,9.63,0.31,2,630,0,1
25,1,1,43121,3,3,13000,3,13.22,0.3,2,582,0,1
24,0,1,44701,0,3,13000,1,17.27,0.29,4,600,0,1
22,1,0,38464,0,0,5000,0,13.79,0.13,4,627,1,0
24,0,3,43994,0,3,13000,0,7.29,0.3,3,617,0,1
26,0,3,38340,2,0,4000,1,10.33,0.1,2,675,0,0
22,1,3,38044,0,0,3000,3,12.54,0.08,3,671,0,0
23,1,1,36761,0,3,13000,0,13.57,0.35,2,650,0,1
22,1,1,44367,0,3,13000,0,11.14,0.29,4,684,0,1
23,1,1,38528,0,0,18500,1,11.01,0.48,4,723,0,0
24,0,3,45348,0,3,13000,1,10.25,0.29,4,579,0,1
23,1,0,38175,1,0,4500,0,6.62,0.12,2,639,0,0
23,1,1,46830,0,3,13000,1,11.01,0.28,4,664,0,1
23,1,3,46961,0,3,13000,1,11.71,0.28,3,661,0,1
25,0,1,47311,1,3,13000,0,10.74,0.27,3,630,0,1
26,1,4,38439,4,0,9250,4,7.9,0.24,2,593,1,0
22,0,3,48011,2,3,13000,0,11.83,0.27,4,540,0,1
25,1,3,48981,0,3,13000,4,10.99,0.27,3,637,0,1
24,0,0,48616,0,3,13000,0,14.26,0.27,3,565,0,1
25,0,1,38469,5,0,2400,2,17.58,0.06,4,547,0,1
21,1,4,50020,2,3,13000,3,13.57,0.26,2,600,0,1
22,0,1,38543,0,0,3200,5,10.99,0.08,2,587,1,0
26,1,0,44291,3,3,13000,0,5.99,0.29,4,669,0,1
21,0,3,51338,0,3,13000,1,15.31,0.25,3,611,0,1
22,1,0,52556,0,3,13000,1,12.87,0.25,4,644,0,0
22,1,1,45535,0,3,13000,5,16.0,0.29,2,640,0,1
23,1,3,53982,2,3,13000,1,13.47,0.24,2,665,0,0
23,0,1,53862,1,3,13000,3,8.9,0.24,4,654,1,0
24,1,4,47858,1,3,13000,1,10.75,0.27,4,670,0,1
23,1,1,38457,0,0,7550,0,9.99,0.2,4,580,1,0
24,1,1,56029,3,3,13000,4,10.99,0.23,3,623,1,0
25,1,4,38308,2,0,11200,3,5.42,0.29,2,628,1,0
24,0,0,57156,4,3,13000,5,11.01,0.23,2,491,1,0
25,0,3,38466,2,0,6000,0,5.79,0.16,4,565,1,0
22,0,0,58368,0,3,13000,3,9.99,0.22,2,603,0,0
22,1,0,38556,0,0,2000,3,7.29,0.05,3,654,0,0
26,1,4,58666,4,3,13000,0,11.26,0.22,3,617,1,0
23,0,0,60103,2,3,13000,4,6.17,0.22,4,533,1,0
23,1,3,53718,0,3,13000,0,16.29,0.24,3,562,0,1
22,1,3,25787,0,3,2500,1,12.68,0.1,3,684,1,0
26,0,3,38776,5,0,8400,2,7.51,0.22,3,633,1,0
25,0,3,26863,4,3,2500,1,5.99,0.09,3,665,1,0
22,1,1,27388,0,3,2500,3,11.89,0.09,2,576,1,0
21,0,3,27635,0,3,2500,0,7.14,0.09,4,589,1,0
22,0,3,38089,0,0,1050,0,7.51,0.03,4,581,0,1
23,1,3,27595,0,3,2500,5,7.51,0.09,2,632,1,0
24,1,0,27354,5,3,2500,0,9.76,0.09,2,679,1,0
21,0,4,27740,0,3,2500,4,16.29,0.09,4,693,0,1
26,0,1,28088,6,3,2500,4,6.76,0.09,4,688,0,1
23,0,1,29779,4,3,2500,1,11.71,0.08,2,639,1,0
21,1,0,38729,0,0,1000,1,14.59,0.03,2,647,1,0
24,0,0,29785,3,3,2500,3,10.74,0.08,3,567,1,0
25,1,3,38461,1,0,4750,1,11.01,0.12,2,666,0,1
24,1,3,38266,6,2,10000,4,12.18,0.26,2,518,1,0
22,0,0,38266,1,0,3500,5,7.74,0.09,2,575,0,0
22,1,0,30999,1,3,2500,5,7.51,0.08,2,636,0,0
24,0,0,38448,2,0,6700,1,14.26,0.17,2,636,0,0
25,0,0,30922,7,3,2500,5,12.98,0.08,4,690,1,0
22,1,3,30778,0,3,2500,3,10.99,0.08,3,650,0,1
23,1,1,30934,0,3,2500,4,6.91,0.08,2,635,0,0
24,1,4,30951,3,3,2500,3,13.48,0.08,4,716,0,0
22,0,1,30942,0,3,2500,0,11.14,0.08,3,625,0,0
22,0,1,38545,0,2,14000,1,9.91,0.36,3,671,1,0
26,1,3,38625,3,0,12000,3,11.01,0.31,2,546,1,0
22,0,0,38291,0,0,11225,0,11.01,0.29,2,569,0,1
25,0,3,32399,6,3,2500,1,10.62,0.08,2,654,1,0
21,0,4,33155,0,3,2500,1,5.42,0.08,4,597,1,0
26,0,0,33582,4,3,2500,1,13.61,0.07,4,667,1,0
25,0,3,33654,5,3,2500,1,16.69,0.07,2,575,1,0
25,0,4,38774,6,0,8250,1,7.51,0.21,4,674,1,0
26,0,3,33426,3,3,2500,0,13.49,0.07,4,540,1,0
22,0,3,39029,0,0,14000,5,8.9,0.36,3,548,1,0
22,0,3,38678,0,2,8000,5,6.03,0.21,2,607,1,0
21,1,3,35131,0,3,2500,0,16.77,0.07,2,635,0,1
24,0,3,35604,4,3,2500,0,11.36,0.07,4,617,0,0
24,0,1,35733,0,3,2500,4,10.99,0.07,3,603,1,0
25,1,0,35703,1,3,2500,5,12.84,0.07,3,616,0,1
23,1,3,36877,2,3,2500,3,9.88,0.07,2,608,1,0
22,1,0,38910,2,0,4500,5,9.88,0.12,2,579,1,0
24,1,3,37998,3,3,2500,1,14.54,0.07,3,505,0,1
26,0,1,38374,7,3,2500,5,10.37,0.07,3,634,1,0
21,1,0,39325,1,0,2200,3,7.9,0.06,2,619,1,0
23,1,4,38702,1,2,2500,1,6.92,0.06,4,654,0,0
21,0,0,39536,0,3,2500,5,7.4,0.06,3,637,1,0
25,0,0,40623,2,3,2500,0,10.59,0.06,2,558,1,0
23,1,3,41346,1,3,2500,1,11.66,0.06,2,677,1,0
23,1,0,41312,0,3,2500,1,15.68,0.06,4,620,0,1
21,0,4,42192,0,3,2500,0,12.87,0.06,2,633,0,0
21,0,0,39308,0,0,6000,5,8.9,0.15,3,584,1,0
23,0,4,42613,0,3,2500,1,6.39,0.06,2,623,1,0
26,1,0,43059,7,3,2500,3,8.9,0.06,3,567,1,0
23,1,4,43016,0,3,2500,0,7.51,0.06,2,603,1,0
24,1,1,35426,5,3,2500,3,11.01,0.07,4,637,0,1
22,1,3,36821,0,3,2500,1,8.49,0.07,2,602,0,1
21,1,1,37106,0,3,2500,0,7.14,0.07,4,563,0,1
22,0,3,37236,0,3,2500,1,13.16,0.07,4,644,0,1
25,1,3,39460,3,0,4500,3,11.01,0.11,2,626,1,0
26,0,1,45323,4,3,2500,5,7.14,0.06,3,625,1,0
26,0,1,45583,3,3,2500,4,11.01,0.05,3,572,1,0
26,1,0,39462,2,1,6500,5,11.01,0.16,4,614,0,0
25,1,3,39029,6,3,2500,3,16.45,0.06,2,622,0,1
25,0,1,46214,3,3,2500,0,12.53,0.05,2,684,0,0
23,1,1,47677,0,3,2500,1,7.74,0.05,3,670,1,0
23,0,0,39111,3,0,10000,1,11.71,0.26,2,669,1,0
24,0,4,48823,4,3,2500,4,15.27,0.05,3,703,1,0
25,0,3,49052,3,3,2500,3,9.99,0.05,3,629,1,0
23,1,1,48877,1,3,2500,0,11.01,0.05,2,629,1,0
25,1,1,39108,3,0,5600,0,7.9,0.14,3,705,0,0
22,0,3,41984,2,3,2500,2,13.57,0.06,3,532,0,1
22,1,0,43928,0,3,2500,3,15.62,0.06,2,650,0,1
24,1,1,44112,3,3,2500,2,16.77,0.06,3,566,0,1
21,1,3,51605,0,3,2500,3,9.99,0.05,2,671,0,0
22,1,0,39546,0,0,1700,1,7.9,0.04,4,483,1,0
23,0,4,51025,2,3,2500,1,11.49,0.05,2,681,1,0
23,0,1,51216,1,3,2500,1,13.61,0.05,4,550,1,0
22,1,1,51414,0,3,2500,5,13.92,0.05,3,646,1,0
25,0,4,44403,2,3,2500,3,7.66,0.06,2,589,0,1
21,1,4,39191,0,0,2500,4,11.71,0.06,3,693,0,1
21,1,3,52180,0,3,2500,0,11.01,0.05,2,654,0,0
26,1,4,52867,3,3,2500,1,13.49,0.05,2,556,1,0
22,1,3,45458,0,3,2500,2,17.49,0.05,3,689,0,1
25,1,3,54944,3,3,2500,3,12.69,0.05,4,635,1,0
21,0,3,39608,0,0,8000,3,5.99,0.2,3,611,1,0
24,1,0,39361,3,0,6000,2,5.42,0.15,4,574,1,0
23,0,4,39443,4,0,2000,1,5.99,0.05,2,656,0,0
22,0,1,54842,0,3,2500,3,14.35,0.05,2,595,1,0
26,0,0,56350,3,3,2500,0,8.49,0.04,4,600,1,0
26,0,0,56776,1,3,2500,0,14.72,0.04,3,624,0,0
26,1,0,57441,3,3,2500,3,15.65,0.04,3,626,1,0
22,0,1,39312,0,0,6000,1,8.49,0.15,2,662,1,0
24,0,0,58756,3,3,2500,1,13.35,0.04,4,641,1,0
22,0,0,60408,1,3,2500,3,14.27,0.04,2,677,1,0
26,1,0,39407,2,0,4900,1,5.99,0.12,3,672,1,0
22,0,0,55626,0,3,2500,1,18.64,0.04,2,662,0,1
23,0,3,63420,0,3,2500,5,11.01,0.04,3,639,0,0
22,1,3,39739,2,0,11050,1,7.49,0.28,2,648,1,0
26,1,3,63646,5,3,2500,0,14.82,0.04,2,677,1,0
24,0,1,56304,4,3,2500,5,13.98,0.04,3,653,0,1
25,1,3,65869,0,3,2500,4,13.98,0.04,2,632,0,0
23,1,3,65679,0,3,2500,1,16.32,0.04,2,518,1,0
